Date_Last_Researched,Latitude,Longitude,Country,Capacity_(MW),Technology_Type,Status,Start_year,Retired_year,Subregion,Region,GEM_location_ID,GEM_phase_ID,PV_value
11/30/2022,21.372,-158.062,United States,12.5,PV,construction,2023,,Northern America,North America,L811817,G814386,4.401
11/30/2022,38.9579,-104.807,United States,5.5,PV,operating,2011,,Northern America,North America,L811818,G814387,4.792
11/30/2022,34.9965,-82.0421,United States,2,PV,operating,2020,,Northern America,North America,L811819,G814388,4.272
11/30/2022,34.2736,-78.0644,United States,4.9,PV,operating,2019,,Northern America,North America,L811820,G814389,4.193
11/30/2022,42.502,-71.7378,United States,2.5,PV,operating,2016,,Northern America,North America,L811826,G814395,3.917
11/30/2022,41.8658,-72.574,United States,1.2,PV,operating,2018,,Northern America,North America,L811838,G814407,3.881
11/30/2022,35.4189,-77.9856,United States,5,PV,operating,2013,,Northern America,North America,L811854,G814423,4.214
11/30/2022,41.4067,-84.1108,United States,3.5,PV,operating,2012,,Northern America,North America,L811873,G814444,3.76
11/30/2022,33.6842,-85.9752,United States,7.4,PV,operating,2017,,Northern America,North America,L811877,G814448,4.126
11/30/2022,39.4937,-76.1467,United States,2.3,PV,operating,2018,,Northern America,North America,L811907,G814485,3.983
11/30/2022,39.499,-76.1461,United States,1.7,PV,operating,2018,,Northern America,North America,L811908,G814486,3.983
11/30/2022,44.1618,-76.109,United States,1.3,PV,construction,2023,,Northern America,North America,L811936,G814523,3.71
11/30/2022,44.4921,-75.2448,United States,5,PV,construction,2023,,Northern America,North America,L811937,G814524,3.572
11/30/2022,44.4882,-75.2444,United States,3,PV,construction,2023,,Northern America,North America,L811938,G814525,3.569
11/30/2022,44.4241,-75.3792,United States,3.3,PV,construction,2023,,Northern America,North America,L811939,G814526,3.577
11/30/2022,44.3909,-75.4432,United States,1.5,PV,construction,2023,,Northern America,North America,L811940,G814527,3.566
11/30/2022,44.3601,-75.4275,United States,4,PV,construction,2023,,Northern America,North America,L811941,G814528,3.565
11/30/2022,43.3282,-76.359,United States,5,PV,construction,2023,,Northern America,North America,L811942,G814529,3.525
11/30/2022,41.6887,-70.4775,United States,3.1,PV,pre-construction,2023,,Northern America,North America,L811943,G814530,3.96
11/30/2022,42.0116,-71.7605,United States,5,PV,operating,2022,,Northern America,North America,L811944,G814531,3.916
11/30/2022,38.7614,-122.975,United States,1.2,PV,operating,2009,,Northern America,North America,L811952,G814539,4.746
11/30/2022,34.9965,-82.0421,United States,2,PV,operating,2019,,Northern America,North America,L811960,G814547,4.272
11/30/2022,34.2753,-78.061,United States,5,PV,operating,2019,,Northern America,North America,L811961,G814548,4.189
11/30/2022,34.7489,-117.974,United States,3.7,PV,operating,2016,,Northern America,North America,L811977,G814568,5.506
11/30/2022,33.6784,-80.2403,United States,2,PV,operating,2018,,Northern America,North America,L811770,G814338,4.283
11/30/2022,39.4801,-74.516,United States,2.1,PV,operating,2021,,Northern America,North America,L811772,G814340,4.019
11/30/2022,34.7229,-82.5258,United States,1,PV,operating,2020,,Northern America,North America,L811778,G814346,4.314
11/30/2022,35.3597,-79.9114,United States,5,PV,operating,2019,,Northern America,North America,L811781,G814349,4.211
11/30/2022,34.3244,-78.9961,United States,4.9,PV,operating,2021,,Northern America,North America,L811782,G814350,4.245
11/30/2022,42.4733,-71.4306,United States,1.6,PV,operating,2013,,Northern America,North America,L811784,G814352,3.896
11/30/2022,43.5437,-70.9128,United States,3.5,PV,operating,2021,,Northern America,North America,L811783,G814351,3.956
11/30/2022,44.2832,-93.9544,United States,1,PV,operating,2018,,Northern America,North America,L811785,G814353,3.908
11/30/2022,32.1825,-110.863,United States,3,PV,operating,2009,,Northern America,North America,L811786,G814354,5.301
11/30/2022,41.7989,-70.7436,United States,4.1,PV,operating,2012,,Northern America,North America,L811787,G814355,3.937
11/30/2022,41.6622,-71.0425,United States,1,PV,operating,2012,,Northern America,North America,L811788,G814356,3.961
11/30/2022,41.697,-70.903,United States,1,PV,construction,2023,,Northern America,North America,L811789,G814357,3.955
11/30/2022,41.706,-70.8864,United States,1,PV,construction,2023,,Northern America,North America,L811790,G814358,3.949
11/30/2022,41.7144,-70.9972,United States,2.8,PV,operating,2013,,Northern America,North America,L811791,G814359,3.937
11/30/2022,41.7517,-70.9706,United States,1.9,PV,operating,2013,,Northern America,North America,L811792,G814360,3.928
9/28/2023,39.4114,-74.5309,United States,1.8,PV,operating,2012,,Northern America,North America,L811793,G814361,4.072
9/28/2023,39.4114,-74.5309,United States,1.3,PV,operating,2011,,Northern America,North America,L811793,G814362,4.072
11/30/2022,39.7876,-104.586,United States,1.2,PV,operating,2015,,Northern America,North America,L811794,G814363,4.796
11/30/2022,39.7867,-104.588,United States,1.2,PV,operating,2015,,Northern America,North America,L811795,G814364,4.796
11/30/2022,42.601,-72.201,United States,3,PV,operating,2013,,Northern America,North America,L811796,G814365,3.776
11/30/2022,46.9553,-118.621,United States,19.2,PV,operating,2018,,Northern America,North America,L811797,G814366,4.169
11/30/2022,41.655,-72.161,United States,1,PV,operating,2018,,Northern America,North America,L811798,G814367,3.921
11/30/2022,44.675,-121.122,United States,10,PV,operating,2018,,Northern America,North America,L811799,G814368,4.363
11/30/2022,34.6952,-82.5283,United States,2,PV,operating,2021,,Northern America,North America,L811800,G814369,4.31
11/30/2022,34.5572,-117.378,United States,7,PV,operating,2015,,Northern America,North America,L811801,G814370,5.533
11/30/2022,34.5508,-117.435,United States,6.8,PV,operating,2012,,Northern America,North America,L811802,G814371,5.533
11/30/2022,41.679,-71.1111,United States,5,PV,operating,2018,,Northern America,North America,L811803,G814372,3.95
11/30/2022,44.8936,-73.8417,United States,1.1,PV,operating,2018,,Northern America,North America,L811804,G814373,3.644
11/30/2022,42.015,-72.5119,United States,1,PV,operating,2014,,Northern America,North America,L811805,G814374,3.863
11/30/2022,42.7647,-77.3439,United States,2,PV,operating,2018,,Northern America,North America,L811806,G814375,3.476
11/30/2022,39.8197,-74.8947,United States,2.6,PV,construction,2023,,Northern America,North America,L811808,G814377,3.919
11/30/2022,39.0313,-84.6598,United States,2,PV,construction,2023,,Northern America,North America,L811809,G814378,3.872
11/30/2022,38.6135,-121.163,United States,3,PV,operating,2009,,Northern America,North America,L811810,G814379,4.814
11/30/2022,38.6086,-121.1701,United States,2.2,PV,operating,2010,,Northern America,North America,L811811,G814380,4.808
11/30/2022,34.1899,-118.451,United States,1.3,PV,operating,2018,,Northern America,North America,L811812,G814381,5.044
9/28/2023,42.2423,-75.5336,United States,5,PV,pre-construction,2024,,Northern America,North America,L832665,G838255,3.484
11/30/2022,42.0819,-72.6144,United States,1.5,PV,operating,2012,,Northern America,North America,L811821,G814390,3.864
9/28/2023,41.185,-88.231,United States,2,PV,construction,2023,,Northern America,North America,L832666,G838256,3.784
11/30/2022,36.3064,-76.9931,United States,5,PV,operating,2018,,Northern America,North America,L811822,G814391,4.148
11/30/2022,40.7854,-99.768,United States,1,PV,operating,2021,,Northern America,North America,L811823,G814392,4.417
11/30/2022,39.8994,-104.675,United States,1.5,PV,operating,2009,,Northern America,North America,L811824,G814393,4.787
11/30/2022,41.4283,-74.3967,United States,3.4,PV,operating,2022,,Northern America,North America,L811825,G814394,3.846
11/30/2022,34.8309,-79.1194,United States,5,PV,operating,2017,,Northern America,North America,L811827,G814396,4.251
11/30/2022,42.019,-71.0586,United States,3.8,PV,operating,2017,,Northern America,North America,L811828,G814397,3.915
11/30/2022,32.8657,-106.0001,United States,5,PV,operating,2011,,Northern America,North America,L811829,G814398,5.238
11/30/2022,37.4512,-105.859,United States,1.6,PV,operating,2021,,Northern America,North America,L811830,G814399,5.314
11/30/2022,45.6413,-94.5993,United States,10,PV,operating,2016,,Northern America,North America,L811831,G814400,3.978
11/30/2022,35.2931,-77.5569,United States,5,PV,operating,2014,,Northern America,North America,L811832,G814401,4.2
11/30/2022,35.093,-77.8127,United States,5,PV,operating,2015,,Northern America,North America,L811833,G814402,4.198
11/30/2022,41.9169,-87.8562,United States,1.9,PV,operating,2021,,Northern America,North America,L811834,G814403,3.858
9/28/2023,43.2267,-78.288,United States,5,PV,pre-construction,2023,,Northern America,North America,L832667,G838257,3.557
11/30/2022,35.169,-106.6001,United States,2,PV,operating,2011,,Northern America,North America,L811835,G814404,5.211
11/30/2022,36.0911,-106.041,United States,2.4,PV,operating,2020,,Northern America,North America,L811836,G814405,5.225
9/28/2023,42.4003,-88.4988,United States,2,PV,operating,2020,,Northern America,North America,L832668,G838258,3.861
11/30/2022,40.4563,-104.581,United States,1.6,PV,operating,2020,,Northern America,North America,L811837,G814406,4.644
11/30/2022,40.0006,-74.735,United States,2.8,PV,operating,2011,,Northern America,North America,L811839,G814408,3.924
11/30/2022,26.8891,-98.2333,United States,10,PV,operating,2019,,Northern America,North America,L811840,G814409,4.16
11/30/2022,35.1261,-119.243,United States,10,PV,operating,2017,,Northern America,North America,L811841,G814410,5.037
11/30/2022,42.0686,-72.0062,United States,2,PV,operating,2020,,Northern America,North America,L811842,G814411,3.877
11/30/2022,43.3194,-121.004,United States,10,PV,operating,2020,,Northern America,North America,L811843,G814412,4.608
11/30/2022,44.7888,-95.2015,United States,1,PV,operating,2022,,Northern America,North America,L811844,G814413,3.95
11/30/2022,40.6657,-74.1752,United States,3.2,PV,operating,2018,,Northern America,North America,L811845,G814414,3.933
11/30/2022,43.2205,-78.3574,United States,5,PV,operating,2020,,Northern America,North America,L811846,G814415,3.538
11/30/2022,45.3997,-94.7231,United States,1,PV,operating,2021,,Northern America,North America,L811847,G814416,3.962
6/12/2023,36.2122,-119.91,United States,19.9,PV,construction,2023,,Northern America,North America,L808377,G810568,4.96
11/30/2022,21.4069,-158.151,United States,5,PV,operating,2017,,Northern America,North America,L811848,G814417,4.464
11/30/2022,36.1574,-76.4896,United States,5,PV,operating,2019,,Northern America,North America,L811849,G814418,4.185
9/28/2023,33.7191,-118.2726,United States,1.8,PV,pre-construction,2023,,Northern America,North America,L832670,G838260,4.884
11/30/2022,43.925,-93.4858,United States,1,PV,operating,2019,,Northern America,North America,L811850,G814419,3.936
11/30/2022,28.6663,-81.3781,United States,1.5,PV,operating,2016,,Northern America,North America,L811851,G814420,4.362
11/30/2022,33.8786,-117.996,United States,1.2,PV,operating,2017,,Northern America,North America,L811852,G814421,4.898
11/30/2022,41.4076,-71.7483,United States,13.9,PV,operating,2019,,Northern America,North America,L811853,G814422,3.999
11/30/2022,42.5193,-71.6734,United States,4.6,PV,operating,2021,,Northern America,North America,L811855,G814424,3.905
9/28/2023,33.8722,-117.2381,United States,2.2,PV,cancelled,,,Northern America,North America,L832671,G838261,5.155
11/30/2022,37.4689,-121.166,United States,2.5,PV,operating,2017,,Northern America,North America,L811856,G814425,4.9
11/30/2022,37.9117,-121.199,United States,2.6,PV,construction,2023,,Northern America,North America,L811857,G814426,4.844
11/30/2022,41.4501,-72.8501,United States,1,PV,operating,2019,,Northern America,North America,L811859,G814428,3.942
11/30/2022,35.4466,-119.051,United States,4.3,PV,construction,2023,,Northern America,North America,L811858,G814427,5.02
11/30/2022,39.7464,-104.7267,United States,1.2,PV,operating,2019,,Northern America,North America,L811860,G814429,4.778
11/30/2022,39.9608,-104.9852,United States,4.6,PV,operating,2019,,Northern America,North America,L811861,G814430,4.697
11/30/2022,40.6189,-74.1875,United States,4.9,PV,operating,2021,,Northern America,North America,L811862,G814431,3.948
11/30/2022,41.6721,-88.1155,United States,1.9,PV,operating,2020,,Northern America,North America,L811864,G814433,3.87
9/28/2023,41.4241,-87.7728,United States,1.9,PV,operating,2022,,Northern America,North America,L832672,G838262,3.854
11/30/2022,39.2226,-76.469,United States,1.3,PV,operating,2019,,Northern America,North America,L811863,G814432,4.005
11/30/2022,33.9262,-116.994,United States,3.8,PV,operating,2021,,Northern America,North America,L811865,G814434,5.133
11/30/2022,32.1294,-110.839,United States,2.6,PV,operating,2022,,Northern America,North America,L811867,G814436,5.284
11/30/2022,40.5664,-74.2214,United States,4.2,PV,operating,2011,,Northern America,North America,L811866,G814435,3.954
11/30/2022,40.1035,-87.6498,United States,2,PV,operating,2021,,Northern America,North America,L811868,G814437,3.855
9/28/2023,39.4665,-107.2348,United States,4.5,PV,construction,2023,,Northern America,North America,L832673,G838263,4.515
11/30/2022,38.1609,-122.214,United States,1,PV,operating,2019,,Northern America,North America,L811869,G814438,4.76
11/30/2022,38.1609,-122.214,United States,1,PV,operating,2019,,Northern America,North America,L811869,G814439,4.76
11/30/2022,38.1609,-122.214,United States,1,PV,operating,2019,,Northern America,North America,L811869,G814440,4.76
11/30/2022,40.0856,-74.8409,United States,3.9,PV,operating,2020,,Northern America,North America,L811870,G814441,3.913
11/30/2022,36.4183,-77.6558,United States,16,PV,operating,2017,,Northern America,North America,L811871,G814442,4.182
9/28/2023,38.5515,-96.1509,United States,1,PV,operating,2021,,Northern America,North America,L832674,G838264,4.287
11/30/2022,35.3169,-81.9264,United States,3,PV,operating,2016,,Northern America,North America,L811872,G814443,4.263
9/28/2023,43.0499,-78.7461,United States,5,PV,construction,2023,,Northern America,North America,L832675,G838265,3.524
11/30/2022,32.269,-110.975,United States,1,PV,operating,2016,,Northern America,North America,L811874,G814445,5.234
11/30/2022,42.9536,-74.1198,United States,2,PV,operating,2018,,Northern America,North America,L811875,G814446,3.773
11/30/2022,42.949,-74.1262,United States,2,PV,operating,2018,,Northern America,North America,L811876,G814447,3.773
11/30/2022,33.8025,-117.9201,United States,2.1,PV,operating,2014,,Northern America,North America,L811878,G814449,4.896
11/30/2022,40.0817,-85.642,United States,8.7,PV,operating,2021,,Northern America,North America,L811879,G814450,3.806
11/30/2022,40.0827,-85.6361,United States,7.8,PV,operating,2021,,Northern America,North America,L811880,G814451,3.809
11/30/2022,40.0859,-85.6322,United States,3,PV,operating,2021,,Northern America,North America,L811881,G814452,3.809
11/30/2022,40.0851,-85.7467,United States,6.8,PV,operating,2022,,Northern America,North America,L811882,G814453,3.829
11/30/2022,34.9756,-78.5167,United States,1.9,PV,operating,2014,,Northern America,North America,L811883,G814454,4.211
11/30/2022,34.4937,-82.6761,United States,2,PV,operating,2021,,Northern America,North America,L811884,G814455,4.319
9/28/2023,44.9356,-95.3746,United States,1,PV,construction,2023,,Northern America,North America,L832676,G838266,3.953
11/30/2022,44.9019,-94.0316,United States,1,PV,operating,2017,,Northern America,North America,L811885,G814456,3.94
11/30/2022,44.9019,-94.0316,United States,1,PV,operating,2017,,Northern America,North America,L811885,G814457,3.94
11/30/2022,44.9019,-94.0316,United States,1,PV,operating,2017,,Northern America,North America,L811885,G814458,3.94
11/30/2022,44.9019,-94.0316,United States,1,PV,operating,2017,,Northern America,North America,L811885,G814459,3.94
11/30/2022,44.9019,-94.0316,United States,1,PV,operating,2017,,Northern America,North America,L811885,G814460,3.94
11/30/2022,36.4169,-105.281,United States,9.8,PV,construction,2023,,Northern America,North America,L811886,G814461,4.966
11/30/2022,35.6511,-81.2086,United States,5,PV,operating,2015,,Northern America,North America,L811887,G814462,4.234
9/28/2023,42.3064,-78.0704,United States,5,PV,operating,2022,,Northern America,North America,L832677,G838267,3.489
9/28/2023,42.3044,-78.0767,United States,5,PV,operating,2022,,Northern America,North America,L832678,G838268,3.479
9/28/2023,42.3015,-78.0749,United States,5,PV,operating,2022,,Northern America,North America,L832679,G838269,3.489
9/28/2023,42.303,-78.0709,United States,5,PV,operating,2022,,Northern America,North America,L832680,G838270,3.489
11/30/2022,35.5164,-78.7501,United States,5,PV,operating,2013,,Northern America,North America,L811888,G814463,4.237
11/30/2022,41.8348,-85.0074,United States,2,PV,operating,2021,,Northern America,North America,L811889,G814464,3.666
11/30/2022,43.1515,-76.4148,United States,2,PV,operating,2018,,Northern America,North America,L811890,G814465,3.497
11/30/2022,45.247,-94.1069,United States,6,PV,operating,2016,,Northern America,North America,L811891,G814466,3.963
11/30/2022,38.9921,-76.5738,United States,12,PV,operating,2018,,Northern America,North America,L811892,G814467,4.013
11/30/2022,39.1373,-76.498,United States,1,PV,operating,2017,,Northern America,North America,L811893,G814468,4.016
11/30/2022,42.0755,-72.0052,United States,4.3,PV,operating,2020,,Northern America,North America,L811894,G814469,3.877
11/30/2022,45.2347,-93.483,United States,3.4,PV,operating,2018,,Northern America,North America,L811895,G814470,3.923
11/30/2022,42.2508,-71.9489,United States,1,PV,operating,2018,,Northern America,North America,L811896,G814471,3.933
11/30/2022,44.2262,-95.6238,United States,1,PV,operating,2018,,Northern America,North America,L811897,G814472,4.014
11/30/2022,44.2262,-95.6238,United States,1,PV,operating,2018,,Northern America,North America,L811897,G814473,4.014
11/30/2022,44.2262,-95.6238,United States,1,PV,operating,2018,,Northern America,North America,L811897,G814474,4.014
11/30/2022,41.4169,-72.2344,United States,4,PV,operating,2014,,Northern America,North America,L811898,G814475,3.973
11/30/2022,34.6869,-118.312,United States,5,PV,operating,2016,,Northern America,North America,L811899,G814476,5.487
11/30/2022,34.7161,-118.259,United States,17,PV,operating,2022,,Northern America,North America,L811900,G814477,5.507
11/30/2022,34.7289,-118.322,United States,15,PV,operating,2021,,Northern America,North America,L811901,G814478,5.519
11/30/2022,34.7202,-118.323,United States,5,PV,operating,2021,,Northern America,North America,L811902,G814479,5.515
11/30/2022,41.6272,-83.5747,United States,1.7,PV,operating,2014,,Northern America,North America,L811903,G814480,3.71
11/30/2022,37.9495,-121.775,United States,1,PV,operating,2020,,Northern America,North America,L811904,G814481,4.964
11/30/2022,43.9065,-96.1382,United States,1,PV,operating,2017,,Northern America,North America,L811905,G814482,4.087
11/30/2022,43.9065,-96.1382,United States,1,PV,operating,2017,,Northern America,North America,L811905,G814483,4.087
11/30/2022,33.3363,-82.0606,United States,2.5,PV,operating,2019,,Northern America,North America,L811906,G814484,4.239
11/30/2022,37.3301,-122.0101,United States,14.4,PV,operating,2017,,Northern America,North America,L811909,G814487,4.921
11/30/2022,42.4367,-90.1796,United States,1.2,PV,operating,2020,,Northern America,North America,L811910,G814488,3.898
11/30/2022,35.715,-81.1501,United States,17.5,PV,operating,2015,,Northern America,North America,L811911,G814489,4.237
11/30/2022,37.9195,-77.862,United States,18.6,PV,pre-construction,2023,,Northern America,North America,L811912,G814490,4.086
11/30/2022,42.9077,-73.2041,United States,2,PV,construction,2023,,Northern America,North America,L811913,G814491,3.59
11/30/2022,35.6294,-81.1569,United States,5,PV,operating,2015,,Northern America,North America,L811914,G814492,4.227
11/30/2022,39.9647,-75.6578,United States,1,PV,operating,2009,,Northern America,North America,L811915,G814493,3.874
11/30/2022,44.2291,-95.6201,United States,1,PV,operating,2019,,Northern America,North America,L811916,G814494,4.014
11/30/2022,45.6511,-95.3401,United States,1,PV,operating,2019,,Northern America,North America,L811917,G814495,4.012
11/30/2022,39.6384,-104.674,United States,1.8,PV,operating,2017,,Northern America,North America,L811918,G814496,4.783
11/30/2022,36.4611,-80.6006,United States,3.5,PV,operating,2012,,Northern America,North America,L811919,G814497,4.14
11/30/2022,35.4196,-77.7291,United States,5,PV,construction,2023,,Northern America,North America,L811920,G814498,4.207
11/30/2022,35.7174,-79.1195,United States,5,PV,operating,2019,,Northern America,North America,L811921,G814499,4.196
11/30/2022,44.2434,-91.4582,United States,5,PV,operating,2019,,Northern America,North America,L811922,G814500,3.849
11/30/2022,39.445,-76.217,United States,2,PV,operating,2015,,Northern America,North America,L811923,G814501,3.981
11/30/2022,39.445,-76.217,United States,2,PV,operating,2015,,Northern America,North America,L811924,G814502,3.981
9/28/2023,44.9464,-70.5272,United States,4.9,PV,pre-construction,2023,,Northern America,North America,L832681,G838272,3.485
11/30/2022,45.2553,-92.7723,United States,1,PV,operating,2018,,Northern America,North America,L811925,G814503,3.821
11/30/2022,45.2553,-92.7723,United States,1,PV,operating,2018,,Northern America,North America,L811925,G814504,3.821
11/30/2022,45.2553,-92.7723,United States,1,PV,operating,2018,,Northern America,North America,L811925,G814505,3.821
11/30/2022,44.0449,-92.9886,United States,1,PV,operating,2017,,Northern America,North America,L811926,G814506,3.937
11/30/2022,44.0449,-92.9886,United States,1,PV,operating,2017,,Northern America,North America,L811926,G814507,3.937
11/30/2022,44.0449,-92.9886,United States,1,PV,operating,2017,,Northern America,North America,L811926,G814508,3.937
11/30/2022,44.0449,-92.9886,United States,1,PV,operating,2017,,Northern America,North America,L811926,G814509,3.937
11/30/2022,32.6878,-114.496,United States,1,PV,operating,2011,,Northern America,North America,L811927,G814510,5.297
11/30/2022,32.6878,-114.496,United States,1,PV,operating,2015,,Northern America,North America,L811927,G814511,5.297
11/30/2022,33.305,-112.834,United States,19,PV,operating,2013,,Northern America,North America,L811928,G814512,5.22
11/30/2022,45.6423,-95.3564,United States,3,PV,operating,2018,,Northern America,North America,L811929,G814513,4.012
11/30/2022,35.7792,-81.1756,United States,5,PV,operating,2012,,Northern America,North America,L811930,G814514,4.233
11/30/2022,32.3994,-83.3438,United States,1.7,PV,operating,2020,,Northern America,North America,L811931,G814515,4.307
11/30/2022,34.655,-118.051,United States,1,PV,operating,2013,,Northern America,North America,L811932,G814516,5.501
11/30/2022,34.655,-118.051,United States,1,PV,operating,2013,,Northern America,North America,L811932,G814517,5.501
11/30/2022,34.6506,-118.052,United States,1.5,PV,operating,2013,,Northern America,North America,L811933,G814518,5.501
11/30/2022,34.6478,-118.061,United States,1.5,PV,operating,2013,,Northern America,North America,L811934,G814519,5.5
11/30/2022,34.6478,-118.061,United States,1.5,PV,operating,2013,,Northern America,North America,L811934,G814520,5.5
11/30/2022,34.6478,-118.061,United States,1,PV,operating,2013,,Northern America,North America,L811934,G814521,5.5
9/28/2023,34.1729,-78.8916,United States,5,PV,construction,2023,,Northern America,North America,L832682,G838273,4.247
11/30/2022,34.1609,-78.8466,United States,5,PV,operating,2018,,Northern America,North America,L811935,G814522,4.251
9/28/2023,38.6634,-107.9967,United States,7.8,PV,operating,2022,,Northern America,North America,L832683,G838274,4.782
11/30/2022,42.6799,-71.8356,United States,1.8,PV,operating,2017,,Northern America,North America,L811945,G814532,3.925
11/30/2022,42.6302,-71.7987,United States,1.8,PV,operating,2018,,Northern America,North America,L811946,G814533,3.902
11/30/2022,36.1261,-80.7989,United States,4,PV,operating,2015,,Northern America,North America,L811947,G814534,4.201
11/30/2022,34.2689,-79.8726,United States,2,PV,construction,2023,,Northern America,North America,L811948,G814535,4.273
9/28/2023,33.2508,-91.9224,United States,1,PV,operating,2018,,Northern America,North America,L832684,G838275,4.133
11/30/2022,34.7912,-78.0121,United States,5,PV,operating,2015,,Northern America,North America,L811949,G814536,4.203
11/30/2022,36.5522,-120.352,United States,9,PV,operating,2017,,Northern America,North America,L811950,G814537,4.971
11/30/2022,45.0082,-95.2295,United States,1,PV,operating,2020,,Northern America,North America,L811951,G814538,3.947
11/30/2022,35.4633,-120.634,United States,1.1,PV,operating,2020,,Northern America,North America,L811953,G814540,5.131
11/30/2022,45.459,-93.2657,United States,6.6,PV,operating,2018,,Northern America,North America,L811954,G814541,3.928
11/30/2022,34.897,-77.7952,United States,5,PV,operating,2015,,Northern America,North America,L811955,G814542,4.197
11/30/2022,34.897,-77.792,United States,1.9,PV,operating,2018,,Northern America,North America,L811956,G814543,4.197
11/30/2022,39.5199,-75.029,United States,2,PV,operating,2012,,Northern America,North America,L811958,G814545,3.987
11/30/2022,35.0303,-81.8085,United States,2,PV,operating,2018,,Northern America,North America,L811959,G814546,4.264
11/30/2022,45.1409,-94.7697,United States,4,PV,operating,2016,,Northern America,North America,L811962,G814549,3.981
9/28/2023,45.3927,-122.3427,United States,2.9,PV,pre-construction,2023,,Northern America,North America,L832686,G838277,3.469
11/30/2022,44.0501,-70.3001,United States,5,PV,pre-construction,2028,,Northern America,North America,L811963,G814550,3.933
11/30/2022,42.1301,-71.8701,United States,4.9,PV,operating,2022,,Northern America,North America,L811964,G814551,3.91
11/30/2022,35.3281,-81.6219,United States,3,PV,operating,2016,,Northern America,North America,L811965,G814552,4.255
11/30/2022,41.1001,-74.7321,United States,2.9,PV,operating,2016,,Northern America,North America,L811966,G814553,3.806
11/30/2022,44.328,-69.731,United States,7.2,PV,operating,2021,,Northern America,North America,L811967,G814554,3.855
11/30/2022,34.124,-82.1301,United States,2,PV,operating,2020,,Northern America,North America,L811968,G814555,4.264
11/30/2022,44.3612,-69.7964,United States,2.5,PV,operating,2022,,Northern America,North America,L811969,G814556,3.881
11/30/2022,35.5997,-77.6391,United States,4.9,PV,operating,2015,,Northern America,North America,L811970,G814557,4.193
11/30/2022,36.2486,-77.0852,United States,5,PV,operating,2016,,Northern America,North America,L811971,G814558,4.146
11/30/2022,43.9779,-95.7674,United States,1,PV,operating,2018,,Northern America,North America,L811972,G814559,4.046
11/30/2022,30.2202,-97.6197,United States,1.9,PV,construction,2023,,Northern America,North America,L811973,G814560,4.18
11/30/2022,30.2202,-97.6197,United States,1.9,PV,announced,,,Northern America,North America,L811973,G814561,4.18
11/30/2022,30.2202,-97.6197,United States,1.9,PV,construction,2023,,Northern America,North America,L811973,G814562,4.18
11/30/2022,30.2202,-97.6197,United States,1.9,PV,construction,2023,,Northern America,North America,L811973,G814563,4.18
11/30/2022,30.2202,-97.6197,United States,1.9,PV,construction,2023,,Northern America,North America,L811973,G814564,4.18
9/28/2023,30.2202,-97.6197,United States,1,PV,construction,2023,,Northern America,North America,L832687,G838278,4.18
11/30/2022,35.305,-81.1374,United States,5,PV,operating,2017,,Northern America,North America,L811974,G814565,4.214
11/30/2022,32.0009,-110.958,United States,16,PV,operating,2016,,Northern America,North America,L811975,G814566,5.22
11/30/2022,35.9897,-120.1101,United States,6,PV,operating,2011,,Northern America,North America,L811976,G814567,5.084
11/30/2022,42.5761,-72.6101,United States,2,PV,operating,2012,,Northern America,North America,L811978,G814569,3.798
11/30/2022,42.7919,-71.1775,United States,2,PV,operating,2014,,Northern America,North America,L811979,G814570,3.907
11/30/2022,35.2831,-81.6153,United States,19.4,PV,operating,2017,,Northern America,North America,L811980,G814571,4.254
11/30/2022,32.9808,-82.5917,United States,7.7,PV,operating,2013,,Northern America,North America,L811981,G814572,4.293
11/30/2022,45.0695,-93.6432,United States,1,PV,operating,2017,,Northern America,North America,L811982,G814573,3.958
11/30/2022,45.0695,-93.6432,United States,1,PV,operating,2017,,Northern America,North America,L811982,G814574,3.958
11/30/2022,45.0695,-93.6432,United States,1,PV,operating,2017,,Northern America,North America,L811982,G814575,3.958
11/30/2022,45.0695,-93.6432,United States,1,PV,operating,2017,,Northern America,North America,L811982,G814576,3.958
11/30/2022,45.0695,-93.6432,United States,1,PV,operating,2017,,Northern America,North America,L811982,G814577,3.958
11/30/2022,45.665,-94.2254,United States,1,PV,operating,2017,,Northern America,North America,L811983,G814578,3.936
11/30/2022,45.665,-94.2254,United States,1,PV,operating,2017,,Northern America,North America,L811983,G814579,3.936
11/30/2022,45.665,-94.2254,United States,1,PV,operating,2017,,Northern America,North America,L811983,G814580,3.936
11/30/2022,45.6236,-94.0782,United States,1,PV,operating,2017,,Northern America,North America,L811984,G814581,3.965
11/30/2022,45.6236,-94.0782,United States,1,PV,operating,2017,,Northern America,North America,L811984,G814582,3.965
11/30/2022,45.6236,-94.0782,United States,1,PV,operating,2017,,Northern America,North America,L811984,G814583,3.965
11/30/2022,45.6236,-94.0782,United States,1,PV,operating,2017,,Northern America,North America,L811984,G814584,3.965
11/30/2022,45.6236,-94.0782,United States,1,PV,operating,2017,,Northern America,North America,L811984,G814585,3.965
11/30/2022,34.2678,-116.815,United States,1.3,PV,operating,2021,,Northern America,North America,L812035,G814636,5.524
11/30/2022,40.6972,-74.305,United States,1,PV,operating,2010,,Northern America,North America,L812036,G814637,3.899
11/30/2022,42.175,-120.3601,United States,8,PV,operating,2016,,Northern America,North America,L812037,G814638,4.508
9/28/2023,33.7899,-118.0639,United States,10,PV,construction,2023,,Northern America,North America,L832693,G838284,4.917
